feature	chromosome	start	end	LGG150
10:12030001-12045000	10	12030001	12045000	-0.02
10:12045001-12060000	10	12045001	12060000	-0.754
10:12060001-12075000	10	12060001	12075000	-0.28
10:12075001-12090000	10	12075001	12090000	-0.501
10:12090001-12105000	10	12090001	12105000	-0.424
10:12105001-12120000	10	12105001	12120000	-0.651
10:12120001-12135000	10	12120001	12135000	0.086
10:12135001-12150000	10	12135001	12150000	-0.777
10:12150001-12165000	10	12150001	12165000	-0.034
10:12180001-12195000	10	12180001	12195000	-1.08
10:12195001-12210000	10	12195001	12210000	-0.709
10:12210001-12225000	10	12210001	12225000	-0.439
10:12225001-12240000	10	12225001	12240000	0.197
10:12240001-12255000	10	12240001	12255000	-0.105
10:12255001-12270000	10	12255001	12270000	-0.975
10:12270001-12285000	10	12270001	12285000	-0.817
10:12285001-12300000	10	12285001	12300000	-0.525
10:12300001-12315000	10	12300001	12315000	-0.407
10:12315001-12330000	10	12315001	12330000	-0.688
10:12330001-12345000	10	12330001	12345000	-0.96
10:12345001-12360000	10	12345001	12360000	-0.787
10:12360001-12375000	10	12360001	12375000	-0.894
10:12375001-12390000	10	12375001	12390000	-0.275
10:12390001-12405000	10	12390001	12405000	-0.648
10:12405001-12420000	10	12405001	12420000	-0.151
10:12420001-12435000	10	12420001	12435000	-1.059
10:12435001-12450000	10	12435001	12450000	-0.595
10:12450001-12465000	10	12450001	12465000	-0.228
10:12465001-12480000	10	12465001	12480000	-0.479
10:12480001-12495000	10	12480001	12495000	-0.85
10:12495001-12510000	10	12495001	12510000	-0.293
10:12510001-12525000	10	12510001	12525000	-0.498
10:12525001-12540000	10	12525001	12540000	-0.51
10:12540001-12555000	10	12540001	12555000	-0.531
10:12555001-12570000	10	12555001	12570000	-0.297
10:12570001-12585000	10	12570001	12585000	-0.171
10:12585001-12600000	10	12585001	12600000	-0.526
10:12600001-12615000	10	12600001	12615000	-0.743
10:12615001-12630000	10	12615001	12630000	-0.206
10:12630001-12645000	10	12630001	12645000	-0.347
10:12645001-12660000	10	12645001	12660000	0.141
10:12660001-12675000	10	12660001	12675000	-0.093
10:12675001-12690000	10	12675001	12690000	-0.42
10:12690001-12705000	10	12690001	12705000	-0.29
10:12705001-12720000	10	12705001	12720000	-0.064
10:12720001-12735000	10	12720001	12735000	0.206
10:12735001-12750000	10	12735001	12750000	-0.063
10:12750001-12765000	10	12750001	12765000	-0.66
10:12765001-12780000	10	12765001	12780000	-0.305
10:12780001-12795000	10	12780001	12795000	-0.589
10:12795001-12810000	10	12795001	12810000	-0.452
10:12810001-12825000	10	12810001	12825000	-0.29
10:12825001-12840000	10	12825001	12840000	-0.46
10:12840001-12855000	10	12840001	12855000	-0.382
10:12855001-12870000	10	12855001	12870000	-1.007
10:12870001-12885000	10	12870001	12885000	-1.723
10:12885001-12900000	10	12885001	12900000	-0.424
10:12900001-12915000	10	12900001	12915000	-0.753
10:12915001-12930000	10	12915001	12930000	-0.276
10:12930001-12945000	10	12930001	12945000	-0.534
10:12945001-12960000	10	12945001	12960000	-0.974
10:12960001-12975000	10	12960001	12975000	-0.61
10:12975001-12990000	10	12975001	12990000	-0.132
10:12990001-13005000	10	12990001	13005000	-0.347
10:13005001-13020000	10	13005001	13020000	-0.935
10:13020001-13035000	10	13020001	13035000	-0.134
10:13035001-13050000	10	13035001	13050000	0.094
10:13050001-13065000	10	13050001	13065000	-1.894
10:13080001-13095000	10	13080001	13095000	-0.114
10:13095001-13110000	10	13095001	13110000	-0.411
10:13110001-13125000	10	13110001	13125000	-0.752
10:13125001-13140000	10	13125001	13140000	-0.653
10:13140001-13155000	10	13140001	13155000	-0.775
10:13155001-13170000	10	13155001	13170000	-1.212
10:13170001-13185000	10	13170001	13185000	-1.393
10:13185001-13200000	10	13185001	13200000	-0.417
10:13200001-13215000	10	13200001	13215000	-0.574
10:13215001-13230000	10	13215001	13230000	-0.466
10:13230001-13245000	10	13230001	13245000	-1.211
10:13245001-13260000	10	13245001	13260000	-0.685
10:13260001-13275000	10	13260001	13275000	-0.493
10:13275001-13290000	10	13275001	13290000	-0.479
10:13290001-13305000	10	13290001	13305000	-0.117
10:13305001-13320000	10	13305001	13320000	-0.906
10:13320001-13335000	10	13320001	13335000	-0.233
10:13350001-13365000	10	13350001	13365000	-0.832
10:13365001-13380000	10	13365001	13380000	-1.137
10:13380001-13395000	10	13380001	13395000	-0.666
10:13395001-13410000	10	13395001	13410000	-0.568
10:13410001-13425000	10	13410001	13425000	-0.012
10:13425001-13440000	10	13425001	13440000	-0.867
10:13440001-13455000	10	13440001	13455000	-0.424
10:13455001-13470000	10	13455001	13470000	-0.394
10:13470001-13485000	10	13470001	13485000	-0.626
10:13485001-13500000	10	13485001	13500000	-0.61
10:13500001-13515000	10	13500001	13515000	-0.35
10:13515001-13530000	10	13515001	13530000	-1.132
10:13530001-13545000	10	13530001	13545000	-0.542
10:13545001-13560000	10	13545001	13560000	-0.174
10:13560001-13575000	10	13560001	13575000	-0.438
10:13575001-13590000	10	13575001	13590000	-0.72
10:13590001-13605000	10	13590001	13605000	-0.493
10:13605001-13620000	10	13605001	13620000	-0.108
10:13620001-13635000	10	13620001	13635000	-0.617
10:13635001-13650000	10	13635001	13650000	-0.365
10:13650001-13665000	10	13650001	13665000	-0.438
10:13665001-13680000	10	13665001	13680000	-0.642
10:13680001-13695000	10	13680001	13695000	-0.643
10:13695001-13710000	10	13695001	13710000	-0.54
10:13710001-13725000	10	13710001	13725000	0.04
10:13725001-13740000	10	13725001	13740000	0.082
10:13740001-13755000	10	13740001	13755000	-0.202
10:13755001-13770000	10	13755001	13770000	-0.584
10:13770001-13785000	10	13770001	13785000	-1.258
10:13785001-13800000	10	13785001	13800000	-0.242
10:13800001-13815000	10	13800001	13815000	-0.562
10:13815001-13830000	10	13815001	13830000	-0.713
10:13830001-13845000	10	13830001	13845000	-0.489
10:13845001-13860000	10	13845001	13860000	-0.505
10:13860001-13875000	10	13860001	13875000	-0.421
10:13875001-13890000	10	13875001	13890000	-0.613
10:13890001-13905000	10	13890001	13905000	-0.274
10:13905001-13920000	10	13905001	13920000	-1.153
10:13920001-13935000	10	13920001	13935000	-0.489
10:13935001-13950000	10	13935001	13950000	-0.439
10:13950001-13965000	10	13950001	13965000	-1.303
10:13965001-13980000	10	13965001	13980000	-0.302
10:13980001-13995000	10	13980001	13995000	-0.537
10:13995001-14010000	10	13995001	14010000	-0.748
10:14010001-14025000	10	14010001	14025000	-1.182
10:14025001-14040000	10	14025001	14040000	-0.24
10:14040001-14055000	10	14040001	14055000	-0.06
10:14055001-14070000	10	14055001	14070000	-0.447
10:14070001-14085000	10	14070001	14085000	-0.955
10:14085001-14100000	10	14085001	14100000	-0.217
10:14100001-14115000	10	14100001	14115000	-0.09
10:14115001-14130000	10	14115001	14130000	-0.046
10:14130001-14145000	10	14130001	14145000	-0.276
10:14145001-14160000	10	14145001	14160000	-1.416
10:14160001-14175000	10	14160001	14175000	-0.797
10:14175001-14190000	10	14175001	14190000	-0.105
10:14190001-14205000	10	14190001	14205000	-0.19
10:14205001-14220000	10	14205001	14220000	-0.334
10:14220001-14235000	10	14220001	14235000	-0.886
10:14235001-14250000	10	14235001	14250000	-0.546
10:14250001-14265000	10	14250001	14265000	-0.588
10:14265001-14280000	10	14265001	14280000	-0.569
10:14280001-14295000	10	14280001	14295000	-0.559
10:14295001-14310000	10	14295001	14310000	-0.472
10:14310001-14325000	10	14310001	14325000	-0.241
10:14325001-14340000	10	14325001	14340000	-0.885
10:14340001-14355000	10	14340001	14355000	-0.166
10:14355001-14370000	10	14355001	14370000	-0.124
10:14370001-14385000	10	14370001	14385000	-0.684
10:14385001-14400000	10	14385001	14400000	-0.957
10:14400001-14415000	10	14400001	14415000	-0.347
10:14415001-14430000	10	14415001	14430000	-0.544
10:14430001-14445000	10	14430001	14445000	-0.932
10:14445001-14460000	10	14445001	14460000	-0.483
10:14460001-14475000	10	14460001	14475000	-0.587
10:14475001-14490000	10	14475001	14490000	-0.646
10:14490001-14505000	10	14490001	14505000	-0.39
10:14505001-14520000	10	14505001	14520000	-0.655
10:14520001-14535000	10	14520001	14535000	-0.741
10:14535001-14550000	10	14535001	14550000	-0.81
10:14550001-14565000	10	14550001	14565000	-0.379
10:14565001-14580000	10	14565001	14580000	-0.505
10:14580001-14595000	10	14580001	14595000	-0.059
10:14595001-14610000	10	14595001	14610000	-0.688
10:14610001-14625000	10	14610001	14625000	-0.562
10:14625001-14640000	10	14625001	14640000	-0.405
10:14640001-14655000	10	14640001	14655000	-0.174
10:14655001-14670000	10	14655001	14670000	-0.144
10:14670001-14685000	10	14670001	14685000	-0.706
10:14685001-14700000	10	14685001	14700000	-0.822
10:14700001-14715000	10	14700001	14715000	-0.427
10:14715001-14730000	10	14715001	14730000	-0.072
10:14730001-14745000	10	14730001	14745000	-0.843
10:14745001-14760000	10	14745001	14760000	0.044
10:14760001-14775000	10	14760001	14775000	-0.316
10:14775001-14790000	10	14775001	14790000	0.034
10:14790001-14805000	10	14790001	14805000	-0.626
10:14805001-14820000	10	14805001	14820000	-0.668
10:14820001-14835000	10	14820001	14835000	-0.409
10:14835001-14850000	10	14835001	14850000	-0.904
10:14850001-14865000	10	14850001	14865000	-0.032
10:14865001-14880000	10	14865001	14880000	-0.434
10:14880001-14895000	10	14880001	14895000	-0.24
10:14895001-14910000	10	14895001	14910000	-0.457
10:14910001-14925000	10	14910001	14925000	-0.481
10:14925001-14940000	10	14925001	14940000	-0.192
10:14940001-14955000	10	14940001	14955000	-0.461
10:14955001-14970000	10	14955001	14970000	-0.244
10:14985001-15000000	10	14985001	15000000	-0.035
10:15000001-15015000	10	15000001	15015000	-0.488
10:15015001-15030000	10	15015001	15030000	-0.565
10:15075001-15090000	10	15075001	15090000	-0.443
10:15090001-15105000	10	15090001	15105000	-0.364
10:15105001-15120000	10	15105001	15120000	-0.923
10:15120001-15135000	10	15120001	15135000	-0.292
10:15135001-15150000	10	15135001	15150000	-0.51
10:15150001-15165000	10	15150001	15165000	-0.327
10:15165001-15180000	10	15165001	15180000	-0.482
10:15180001-15195000	10	15180001	15195000	-0.85
10:15195001-15210000	10	15195001	15210000	-0.662
10:15210001-15225000	10	15210001	15225000	-0.546
10:15225001-15240000	10	15225001	15240000	-1.614
10:15240001-15255000	10	15240001	15255000	-0.559
10:15255001-15270000	10	15255001	15270000	-0.363
10:15270001-15285000	10	15270001	15285000	0.034
10:15285001-15300000	10	15285001	15300000	-0.495
10:15300001-15315000	10	15300001	15315000	-0.648
10:15315001-15330000	10	15315001	15330000	0.097
10:15330001-15345000	10	15330001	15345000	-0.427
10:15345001-15360000	10	15345001	15360000	-0.42
10:15360001-15375000	10	15360001	15375000	-0.188
10:15375001-15390000	10	15375001	15390000	-0.432
10:15390001-15405000	10	15390001	15405000	-0.472
10:15405001-15420000	10	15405001	15420000	-0.495
10:15420001-15435000	10	15420001	15435000	-0.741
10:15435001-15450000	10	15435001	15450000	-0.257
10:15450001-15465000	10	15450001	15465000	-0.511
10:15465001-15480000	10	15465001	15480000	-1.016
10:15480001-15495000	10	15480001	15495000	-0.359
10:15495001-15510000	10	15495001	15510000	-0.559
10:15510001-15525000	10	15510001	15525000	-0.237
10:15525001-15540000	10	15525001	15540000	-0.212
10:15540001-15555000	10	15540001	15555000	-0.372
10:15555001-15570000	10	15555001	15570000	-0.093
10:15570001-15585000	10	15570001	15585000	-0.265
10:15585001-15600000	10	15585001	15600000	-0.451
10:15600001-15615000	10	15600001	15615000	-0.974
10:15615001-15630000	10	15615001	15630000	-0.286
10:15630001-15645000	10	15630001	15645000	-0.627
10:15645001-15660000	10	15645001	15660000	-0.18
10:15660001-15675000	10	15660001	15675000	-0.689
10:15675001-15690000	10	15675001	15690000	-0.507
10:15690001-15705000	10	15690001	15705000	-0.762
10:15705001-15720000	10	15705001	15720000	-0.75
10:15720001-15735000	10	15720001	15735000	-0.623
10:15735001-15750000	10	15735001	15750000	-0.457
10:15750001-15765000	10	15750001	15765000	-0.831
10:15765001-15780000	10	15765001	15780000	-0.186
10:15780001-15795000	10	15780001	15795000	-0.195
10:15795001-15810000	10	15795001	15810000	-0.072
10:15810001-15825000	10	15810001	15825000	-0.263
10:15825001-15840000	10	15825001	15840000	-0.329
10:15840001-15855000	10	15840001	15855000	-0.486
10:15855001-15870000	10	15855001	15870000	-0.635
10:15870001-15885000	10	15870001	15885000	-0.511
10:15885001-15900000	10	15885001	15900000	-0.8
10:15900001-15915000	10	15900001	15915000	-0.39
10:15915001-15930000	10	15915001	15930000	-0.106
10:15930001-15945000	10	15930001	15945000	-0.511
10:15945001-15960000	10	15945001	15960000	-0.317
10:15960001-15975000	10	15960001	15975000	-1.054
10:15975001-15990000	10	15975001	15990000	-0.662
10:15990001-16005000	10	15990001	16005000	-0.373
10:16005001-16020000	10	16005001	16020000	-0.625
10:16020001-16035000	10	16020001	16035000	-0.11
10:16035001-16050000	10	16035001	16050000	-0.519
10:16050001-16065000	10	16050001	16065000	-0.606
10:16065001-16080000	10	16065001	16080000	-0.66
10:16080001-16095000	10	16080001	16095000	-0.551
10:16095001-16110000	10	16095001	16110000	-0.813
10:16110001-16125000	10	16110001	16125000	-0.609
10:16125001-16140000	10	16125001	16140000	-0.672
10:16140001-16155000	10	16140001	16155000	-1.058
10:16155001-16170000	10	16155001	16170000	-0.384
10:16170001-16185000	10	16170001	16185000	-0.091
10:16185001-16200000	10	16185001	16200000	-0.801
10:16200001-16215000	10	16200001	16215000	-0.181
10:16215001-16230000	10	16215001	16230000	-0.592
10:16230001-16245000	10	16230001	16245000	-0.853
10:16245001-16260000	10	16245001	16260000	-0.338
10:16260001-16275000	10	16260001	16275000	-0.577
10:16275001-16290000	10	16275001	16290000	-0.619
10:16290001-16305000	10	16290001	16305000	-0.456
10:16305001-16320000	10	16305001	16320000	-0.138
10:16320001-16335000	10	16320001	16335000	-0.827
10:16335001-16350000	10	16335001	16350000	-0.519
10:16350001-16365000	10	16350001	16365000	-0.759
10:16365001-16380000	10	16365001	16380000	-0.645
10:16380001-16395000	10	16380001	16395000	-0.162
10:16395001-16410000	10	16395001	16410000	-0.617
10:16410001-16425000	10	16410001	16425000	-0.493
10:16425001-16440000	10	16425001	16440000	-0.979
10:16440001-16455000	10	16440001	16455000	-0.093
10:16455001-16470000	10	16455001	16470000	-0.38
10:16470001-16485000	10	16470001	16485000	-0.772
10:16485001-16500000	10	16485001	16500000	-0.675
10:16500001-16515000	10	16500001	16515000	-0.257
10:16515001-16530000	10	16515001	16530000	-0.812
10:16530001-16545000	10	16530001	16545000	-0.351
10:16545001-16560000	10	16545001	16560000	-0.325
10:16560001-16575000	10	16560001	16575000	-1.128
10:16575001-16590000	10	16575001	16590000	-0.601
10:16590001-16605000	10	16590001	16605000	0.096
10:16605001-16620000	10	16605001	16620000	-1.191
10:16620001-16635000	10	16620001	16635000	-0.286
10:16635001-16650000	10	16635001	16650000	-0.347
10:16650001-16665000	10	16650001	16665000	-0.595
10:16665001-16680000	10	16665001	16680000	-0.815
10:16680001-16695000	10	16680001	16695000	-0.205
10:16695001-16710000	10	16695001	16710000	-0.257
10:16710001-16725000	10	16710001	16725000	-0.286
10:16725001-16740000	10	16725001	16740000	-0.491
10:16740001-16755000	10	16740001	16755000	-0.752
10:16755001-16770000	10	16755001	16770000	-0.244
10:16770001-16785000	10	16770001	16785000	-0.194
10:16785001-16800000	10	16785001	16800000	-1.169
10:16800001-16815000	10	16800001	16815000	-0.68
10:16815001-16830000	10	16815001	16830000	-0.014
10:16830001-16845000	10	16830001	16845000	-0.413
10:16845001-16860000	10	16845001	16860000	-0.274
10:16860001-16875000	10	16860001	16875000	-0.759
10:16875001-16890000	10	16875001	16890000	-0.717
10:16890001-16905000	10	16890001	16905000	-0.476
10:16905001-16920000	10	16905001	16920000	-0.315
10:16920001-16935000	10	16920001	16935000	-0.771
10:16935001-16950000	10	16935001	16950000	-0.796
10:16950001-16965000	10	16950001	16965000	-0.054
10:16965001-16980000	10	16965001	16980000	-0.349
10:16980001-16995000	10	16980001	16995000	-0.198
10:16995001-17010000	10	16995001	17010000	-0.276
10:17010001-17025000	10	17010001	17025000	-0.879
10:17025001-17040000	10	17025001	17040000	-0.542
10:17040001-17055000	10	17040001	17055000	-0.748
10:17055001-17070000	10	17055001	17070000	-0.323
10:17070001-17085000	10	17070001	17085000	-0.031
10:17085001-17100000	10	17085001	17100000	-0.675
10:17100001-17115000	10	17100001	17115000	-0.169
10:17115001-17130000	10	17115001	17130000	-0.168
10:17130001-17145000	10	17130001	17145000	-0.542
10:17145001-17160000	10	17145001	17160000	-0.165
10:17160001-17175000	10	17160001	17175000	-0.386
10:17175001-17190000	10	17175001	17190000	-0.685
10:17190001-17205000	10	17190001	17205000	-0.18
10:17205001-17220000	10	17205001	17220000	0.026
10:17220001-17235000	10	17220001	17235000	-0.743
10:17235001-17250000	10	17235001	17250000	-0.366
10:17250001-17265000	10	17250001	17265000	-0.838
10:17265001-17280000	10	17265001	17280000	-0.402
10:17280001-17295000	10	17280001	17295000	-0.788
10:17295001-17310000	10	17295001	17310000	-1.195
10:17310001-17325000	10	17310001	17325000	-1.151
10:17325001-17340000	10	17325001	17340000	-0.434
10:17340001-17355000	10	17340001	17355000	-1.395
10:17355001-17370000	10	17355001	17370000	-1.055
10:17370001-17385000	10	17370001	17385000	-0.94
10:17385001-17400000	10	17385001	17400000	-0.279
10:17400001-17415000	10	17400001	17415000	-0.399
10:17415001-17430000	10	17415001	17430000	-0.759
10:17430001-17445000	10	17430001	17445000	0.153
10:17445001-17460000	10	17445001	17460000	-0.542
10:17460001-17475000	10	17460001	17475000	-0.369
10:17475001-17490000	10	17475001	17490000	-0.657
10:17490001-17505000	10	17490001	17505000	-0.353
10:17505001-17520000	10	17505001	17520000	-0.485
10:17520001-17535000	10	17520001	17535000	-0.718
10:17535001-17550000	10	17535001	17550000	-0.4
10:17550001-17565000	10	17550001	17565000	-0.817
10:17565001-17580000	10	17565001	17580000	-0.705
10:17580001-17595000	10	17580001	17595000	-0.505
10:17595001-17610000	10	17595001	17610000	-0.504
10:17610001-17625000	10	17610001	17625000	-0.716
10:17625001-17640000	10	17625001	17640000	-0.572
10:17640001-17655000	10	17640001	17655000	-0.421
10:17655001-17670000	10	17655001	17670000	-0.813
10:17670001-17685000	10	17670001	17685000	-0.752
10:17700001-17715000	10	17700001	17715000	-0.102
10:17715001-17730000	10	17715001	17730000	-0.344
10:17730001-17745000	10	17730001	17745000	-0.639
10:17745001-17760000	10	17745001	17760000	-0.707
10:18225001-18240000	10	18225001	18240000	-0.4
10:18240001-18255000	10	18240001	18255000	-0.361
10:18255001-18270000	10	18255001	18270000	-0.507
10:18270001-18285000	10	18270001	18285000	-0.302
10:18285001-18300000	10	18285001	18300000	-1.423
10:18300001-18315000	10	18300001	18315000	-0.669
10:18330001-18345000	10	18330001	18345000	-0.74
10:18345001-18360000	10	18345001	18360000	-0.583
10:18360001-18375000	10	18360001	18375000	-0.709
10:18375001-18390000	10	18375001	18390000	-0.777
10:18390001-18405000	10	18390001	18405000	-0.6
10:18405001-18420000	10	18405001	18420000	-0.267
10:18420001-18435000	10	18420001	18435000	-0.981
10:18435001-18450000	10	18435001	18450000	-0.566
10:18450001-18465000	10	18450001	18465000	-0.662
10:18465001-18480000	10	18465001	18480000	-0.759
10:18480001-18495000	10	18480001	18495000	-0.4
10:18495001-18510000	10	18495001	18510000	-1.046
10:18510001-18525000	10	18510001	18525000	-1.692
10:18525001-18540000	10	18525001	18540000	-0.579
10:18540001-18555000	10	18540001	18555000	-0.685
10:18555001-18570000	10	18555001	18570000	-0.605
10:18570001-18585000	10	18570001	18585000	-0.672
10:18585001-18600000	10	18585001	18600000	-0.071
10:18600001-18615000	10	18600001	18615000	-0.249
10:18615001-18630000	10	18615001	18630000	-0.396
10:18630001-18645000	10	18630001	18645000	-0.474
10:18645001-18660000	10	18645001	18660000	-0.641
10:18660001-18675000	10	18660001	18675000	-0.485
10:18675001-18690000	10	18675001	18690000	-0.706
10:18690001-18705000	10	18690001	18705000	-0.549
10:18705001-18720000	10	18705001	18720000	-0.688
10:18720001-18735000	10	18720001	18735000	-1.023
10:18735001-18750000	10	18735001	18750000	-0.426
10:18750001-18765000	10	18750001	18765000	-0.748
10:18765001-18780000	10	18765001	18780000	-0.857
10:18780001-18795000	10	18780001	18795000	-0.2
10:18795001-18810000	10	18795001	18810000	-0.623
10:18810001-18825000	10	18810001	18825000	-1.512
10:18825001-18840000	10	18825001	18840000	-0.642
10:18870001-18885000	10	18870001	18885000	-0.547
10:18885001-18900000	10	18885001	18900000	-0.759
10:18900001-18915000	10	18900001	18915000	-1.005
10:18915001-18930000	10	18915001	18930000	-0.524
10:18930001-18945000	10	18930001	18945000	-0.493
10:18945001-18960000	10	18945001	18960000	-0.993
10:18960001-18975000	10	18960001	18975000	-0.415
10:18975001-18990000	10	18975001	18990000	-1.08
10:18990001-19005000	10	18990001	19005000	-0.587
10:19005001-19020000	10	19005001	19020000	-0.491
10:19020001-19035000	10	19020001	19035000	-0.909
10:19035001-19050000	10	19035001	19050000	-0.558
10:19050001-19065000	10	19050001	19065000	-0.587
10:19065001-19080000	10	19065001	19080000	-0.409
10:19080001-19095000	10	19080001	19095000	-1.002
10:19095001-19110000	10	19095001	19110000	-0.967
10:19110001-19125000	10	19110001	19125000	-0.492
10:19125001-19140000	10	19125001	19140000	-0.252
10:19140001-19155000	10	19140001	19155000	0.124
10:19155001-19170000	10	19155001	19170000	-0.386
10:19170001-19185000	10	19170001	19185000	-0.866
10:19185001-19200000	10	19185001	19200000	-0.774
10:19200001-19215000	10	19200001	19215000	-1.116
10:19215001-19230000	10	19215001	19230000	-0.703
10:19230001-19245000	10	19230001	19245000	-0.92
10:19245001-19260000	10	19245001	19260000	-0.384
10:19260001-19275000	10	19260001	19275000	-0.616
10:19290001-19305000	10	19290001	19305000	-0.946
10:19305001-19320000	10	19305001	19320000	-0.399
10:19320001-19335000	10	19320001	19335000	-0.684
10:19335001-19350000	10	19335001	19350000	-0.42
10:19350001-19365000	10	19350001	19365000	-0.776
10:19365001-19380000	10	19365001	19380000	-0.174
10:19380001-19395000	10	19380001	19395000	-1.049
10:19395001-19410000	10	19395001	19410000	-0.568
10:19410001-19425000	10	19410001	19425000	-0.829
10:19425001-19440000	10	19425001	19440000	-0.642
10:19440001-19455000	10	19440001	19455000	-0.765
10:19455001-19470000	10	19455001	19470000	-1.032
10:19470001-19485000	10	19470001	19485000	-1.017
10:19485001-19500000	10	19485001	19500000	-0.517
10:19500001-19515000	10	19500001	19515000	-0.413
10:19515001-19530000	10	19515001	19530000	-0.561
10:19530001-19545000	10	19530001	19545000	-0.394
10:19545001-19560000	10	19545001	19560000	-0.765
10:19560001-19575000	10	19560001	19575000	-0.348
10:19575001-19590000	10	19575001	19590000	-0.855
10:19590001-19605000	10	19590001	19605000	-0.226
10:19605001-19620000	10	19605001	19620000	0.145
10:19620001-19635000	10	19620001	19635000	-0.791
10:19635001-19650000	10	19635001	19650000	-0.375
10:19650001-19665000	10	19650001	19665000	-0.471
10:19665001-19680000	10	19665001	19680000	-0.901
10:19680001-19695000	10	19680001	19695000	-0.471
10:19695001-19710000	10	19695001	19710000	-0.816
10:19710001-19725000	10	19710001	19725000	-0.754
10:19725001-19740000	10	19725001	19740000	-0.386
10:19740001-19755000	10	19740001	19755000	-1.02
10:19755001-19770000	10	19755001	19770000	-0.765
10:19770001-19785000	10	19770001	19785000	-0.595
10:19785001-19800000	10	19785001	19800000	-0.603
10:19800001-19815000	10	19800001	19815000	-0.744
10:19815001-19830000	10	19815001	19830000	-0.232
10:19830001-19845000	10	19830001	19845000	-0.422
10:19845001-19860000	10	19845001	19860000	-0.471
10:19860001-19875000	10	19860001	19875000	-0.337
10:19875001-19890000	10	19875001	19890000	-0.438
10:19890001-19905000	10	19890001	19905000	-0.265
10:19905001-19920000	10	19905001	19920000	-0.171
10:19920001-19935000	10	19920001	19935000	-0.656
10:19935001-19950000	10	19935001	19950000	-1.097
10:19950001-19965000	10	19950001	19965000	-0.838
10:19965001-19980000	10	19965001	19980000	-0.537
10:19980001-19995000	10	19980001	19995000	-0.551
10:19995001-20010000	10	19995001	20010000	-0.53
10:20010001-20025000	10	20010001	20025000	-0.735
10:20040001-20055000	10	20040001	20055000	-0.566
10:20055001-20070000	10	20055001	20070000	-0.257
10:20070001-20085000	10	20070001	20085000	-0.744
10:20085001-20100000	10	20085001	20100000	-0.554
10:20100001-20115000	10	20100001	20115000	-0.192
10:20115001-20130000	10	20115001	20130000	-0.499
10:20130001-20145000	10	20130001	20145000	-0.826
10:20145001-20160000	10	20145001	20160000	-0.243
10:20160001-20175000	10	20160001	20175000	-0.356
10:20175001-20190000	10	20175001	20190000	-0.487
10:20190001-20205000	10	20190001	20205000	-0.708
10:20205001-20220000	10	20205001	20220000	-0.565
10:20220001-20235000	10	20220001	20235000	-0.66
10:20235001-20250000	10	20235001	20250000	-0.467
10:20250001-20265000	10	20250001	20265000	-0.512
10:20265001-20280000	10	20265001	20280000	-0.058
10:20280001-20295000	10	20280001	20295000	-0.565
10:20295001-20310000	10	20295001	20310000	-0.437
10:20310001-20325000	10	20310001	20325000	-0.239
10:20325001-20340000	10	20325001	20340000	-0.539
10:20340001-20355000	10	20340001	20355000	-0.255
10:20355001-20370000	10	20355001	20370000	-0.44
10:20370001-20385000	10	20370001	20385000	-0.589
10:20385001-20400000	10	20385001	20400000	0.067
10:20400001-20415000	10	20400001	20415000	-1.061
10:20415001-20430000	10	20415001	20430000	-0.44
10:20430001-20445000	10	20430001	20445000	-0.335
10:20445001-20460000	10	20445001	20460000	-0.776
10:20460001-20475000	10	20460001	20475000	-0.385
10:20475001-20490000	10	20475001	20490000	-0.53
10:20490001-20505000	10	20490001	20505000	-0.373
10:20505001-20520000	10	20505001	20520000	-0.11
10:20520001-20535000	10	20520001	20535000	-0.704
10:20535001-20550000	10	20535001	20550000	-0.566
10:20550001-20565000	10	20550001	20565000	-1.124
10:20565001-20580000	10	20565001	20580000	-0.625
10:20580001-20595000	10	20580001	20595000	-0.923
10:20595001-20610000	10	20595001	20610000	-0.269
10:20610001-20625000	10	20610001	20625000	-0.846
10:20625001-20640000	10	20625001	20640000	-0.611
10:20640001-20655000	10	20640001	20655000	-0.607
10:20655001-20670000	10	20655001	20670000	-1.094
10:20670001-20685000	10	20670001	20685000	-1.252
10:20685001-20700000	10	20685001	20700000	-1.161
10:20700001-20715000	10	20700001	20715000	-0.759
10:20715001-20730000	10	20715001	20730000	-0.377
10:20730001-20745000	10	20730001	20745000	-0.909
10:20745001-20760000	10	20745001	20760000	-0.229
10:20760001-20775000	10	20760001	20775000	-0.532
10:20775001-20790000	10	20775001	20790000	-0.299
10:20790001-20805000	10	20790001	20805000	-0.099
10:20805001-20820000	10	20805001	20820000	-0.228
10:20820001-20835000	10	20820001	20835000	-0.136
10:20835001-20850000	10	20835001	20850000	-1.099
10:20850001-20865000	10	20850001	20865000	-1.048
10:20865001-20880000	10	20865001	20880000	-0.719
10:20880001-20895000	10	20880001	20895000	-0.177
10:20895001-20910000	10	20895001	20910000	-0.352
10:20910001-20925000	10	20910001	20925000	-0.207
10:20925001-20940000	10	20925001	20940000	-0.592
10:20940001-20955000	10	20940001	20955000	-0.935
10:20955001-20970000	10	20955001	20970000	-0.903
10:20970001-20985000	10	20970001	20985000	-0.642
10:20985001-21000000	10	20985001	21000000	-0.782
10:21000001-21015000	10	21000001	21015000	-0.558
10:21015001-21030000	10	21015001	21030000	-0.371
10:21030001-21045000	10	21030001	21045000	-0.802
10:21045001-21060000	10	21045001	21060000	-0.659
10:21060001-21075000	10	21060001	21075000	-0.532
10:21075001-21090000	10	21075001	21090000	-0.721
